Rank,Team,Won,Lost,Tied,PF,PA,Rating
639,ST. LAWRENCE,7,2,0,503,474,99.158
640,ARKANSAS TECH,5,7,0,825,807,99.147
641,WAYNE ST. (MI),5,7,0,905,857,99.135
642,WEST VIRGINIA ST.,5,6,0,949,961,99.114
643,OUACHITA BAPTIST,8,5,0,1115,1008,99.110
644,COLBY,8,3,0,935,827,99.102
645,BRIDGEPORT,7,6,0,1160,1157,99.096
646,SONOMA ST.,6,5,0,788,793,99.091
647,THE CITADEL,5,8,0,933,962,99.083
648,NEW JERSEY CITY,8,4,0,867,833,99.077
649,RENSSELAER,9,2,0,681,600,99.072
650,LSU-ALEXANDRIA,0,1,0,50,77,99.064
651,SAGINAW VALLEY,5,7,0,896,905,99.048
652,SOUTHEASTERN (FL),1,1,0,166,170,99.048
653,NEWBERRY,6,8,0,950,998,99.033
654,ELIZABETH CITY ST.,7,6,0,1022,1000,99.033
655,DREW,8,3,0,1005,832,99.028
656,SOUTHERN ORE.,1,1,0,145,155,99.005
657,MIDDLE GA. ST.,1,3,0,288,362,98.997
658,OSWEGO ST.,6,3,0,685,617,98.993
659,MARYVILLE (TN),8,5,0,992,995,98.993
660,WILKES,9,2,0,871,763,98.990
661,MORGAN ST.,6,11,0,1368,1394,98.980
662,MO. SOUTHERN ST.,7,7,0,1126,1106,98.955
663,POMONA-PITZER,6,5,0,810,702,98.954
664,MARYVILLE (MO),5,9,0,1034,1052,98.930
665,UC MERCED,3,2,0,346,324,98.924
666,LEWIS & CLARK,6,6,0,912,755,98.924
667,TEXAS WESLEYAN,0,2,0,122,155,98.918
668,CENTRAL (IA),7,6,0,1035,954,98.913
669,ULM,4,12,0,1152,1173,98.913
670,FRANKLIN & MARSHALL,7,4,0,791,721,98.906
671,MARY WASHINGTON,6,7,0,887,797,98.903
672,ST. JOSEPH'S (ME),8,4,0,1078,968,98.889
673,ALAS. FAIRBANKS,7,6,0,1059,1023,98.881
674,SETON HILL,9,6,0,1131,1066,98.870
675,CARLETON,7,4,0,806,772,98.808
676,CAL POLY HUMBOLDT,6,5,0,871,822,98.806
677,MARYMOUNT (VA),7,5,0,817,808,98.792
678,INDIANA (PA),7,6,0,960,931,98.786
679,HANOVER,6,6,0,898,906,98.776
680,BELHAVEN,10,3,0,942,773,98.768
681,LIMESTONE,6,7,0,1053,1028,98.761
682,BLUE MOUNTAIN (MS),0,1,0,62,95,98.760
683,KEAN,5,8,0,941,1009,98.760
684,SAINT VINCENT,9,3,0,942,893,98.757
685,ALABAMA A&M,5,9,0,1075,1149,98.745
686,COLORADO COL.,4,7,0,789,812,98.735
687,OHIO WESLEYAN,7,7,0,1016,1046,98.734
688,UNION (TN),7,7,0,1074,1071,98.728
689,WIS.-WHITEWATER,7,5,0,877,858,98.713
690,EDWARD WATERS,8,6,0,1061,1088,98.686
691,HOPE,5,6,0,778,782,98.664
692,YESHIVA,5,6,0,785,828,98.641
693,SOUTHERN ARK.,4,8,0,933,898,98.636
694,BELLARMINE,3,12,0,1077,1190,98.613
695,DUBUQUE,8,5,0,951,933,98.597
696,FERRUM,10,4,0,1148,911,98.597
697,UMES,4,13,0,1171,1369,98.594
698,TEXAS-DALLAS,8,7,0,1088,1163,98.584
699,NORTH CENTRAL (MN),6,6,0,918,941,98.551
700,ROLLINS,8,6,0,1207,1100,98.549
701,BEMIDJI ST.,6,8,0,1044,1061,98.545
702,MSOE,7,5,0,881,866,98.544
703,COLO. CHRISTIAN,6,8,0,968,1022,98.538
704,NORTHWEST MO. ST.,3,10,0,820,892,98.528
705,LIVINGSTONE,8,6,0,1137,990,98.518
706,CALIFORNIA (PA),7,8,0,1252,1227,98.518
707,BETHANY (KS),1,2,0,214,248,98.502
708,DAKOTA WESLEYAN,0,2,0,131,170,98.486
709,WIS.-PARKSIDE,4,7,0,708,776,98.442
710,GLENVILLE ST.,7,5,0,973,888,98.433
711,CLARION,8,5,0,999,977,98.433
712,ECKERD,7,7,0,1037,1043,98.430
713,SOUTHERN VA.,10,4,0,1039,1067,98.402
714,ROOSEVELT,4,7,0,815,883,98.362
715,OHIO CHRISTIAN,1,1,0,129,140,98.359
716,BUENA VISTA,8,4,0,927,833,98.355
717,CUMBERLANDS (KY),0,1,0,79,98,98.341
718,ROCHESTER (NY),6,5,0,794,779,98.335
719,GROVE CITY,9,3,0,864,764,98.315
720,MCDANIEL,10,1,0,778,683,98.307
721,HOOD,7,4,0,965,818,98.302
722,NJIT,3,12,0,944,1061,98.295
723,KALAMAZOO,7,4,0,885,885,98.166
724,PUGET SOUND,5,6,0,844,825,98.166
725,SUNY NEW PALTZ,6,3,0,682,636,98.150
726,DAVIS & ELKINS,5,8,0,967,1047,98.118
727,ARK.-PINE BLUFF,3,11,0,1050,1297,98.111
728,MISSISSIPPI VAL.,2,12,0,720,1198,98.078
729,WESTMONT,5,9,0,1020,1013,98.078
730,MANCHESTER,6,6,0,943,956,98.075
731,WARTBURG,9,4,0,1043,988,98.070
732,DOMINICAN (CA),7,7,0,1029,979,98.042
733,BARTON,7,6,0,1135,1034,98.041
734,NEW HAMPSHIRE,2,14,0,1040,1243,98.036
735,CONNECTICUT COL.,7,6,0,907,858,98.036
736,DALTON ST.,0,1,0,69,100,98.036
737,RHODES,7,8,0,1024,1138,98.019
738,STATEN ISLAND,6,9,0,1094,1136,98.016
739,WILLAMETTE,6,5,0,895,861,98.004
740,BATES,5,5,0,694,704,97.999
741,SUFFOLK,7,4,0,782,747,97.994
742,TUSCULUM,3,12,0,1053,1209,97.975
743,EMERSON,6,6,0,822,955,97.969
744,GA. SOUTHWESTERN,6,6,0,976,977,97.957
745,PACIFIC (OR),6,6,0,936,913,97.955
746,BOWIE ST.,8,7,0,1037,1090,97.923
747,WHEELING,6,6,0,1014,967,97.916
748,GRINNELL,10,3,0,1564,1246,97.913
749,WESTERN COLO.,4,9,0,930,1002,97.911
750,RHODE ISLAND COL.,7,4,0,851,853,97.899
751,SIENA HEIGHTS,1,1,0,129,149,97.889
752,ST. FRANCIS (IL),0,3,0,171,245,97.887
753,POINT PARK,8,4,0,1018,886,97.886
754,HUSSON,8,5,0,970,955,97.876
755,HARDIN-SIMMONS,7,9,0,1240,1254,97.873
756,COL. OF IDAHO,0,1,0,66,69,97.821
757,VALLEY CITY ST.,1,1,0,155,172,97.816
758,ROGER WILLIAMS,8,3,0,929,799,97.797
759,HAMLINE,6,7,0,972,908,97.786
760,DESALES,6,5,0,875,812,97.779
761,JESSUP,6,7,0,907,979,97.778
762,SAVANNAH ST.,5,6,0,753,760,97.773
763,HUNTINGDON,12,2,0,1208,1033,97.772
764,SOUTHEASTERN OKLA.,3,9,0,977,1001,97.768
765,DELTA ST.,6,8,0,1132,1133,97.763
766,TUSKEGEE,6,6,0,780,714,97.758
767,CANISIUS,0,14,0,883,1146,97.729
768,VASSAR,6,4,0,787,749,97.718
769,PROVIDENCE (MT),0,1,0,77,82,97.685
770,MISSISSIPPI COL.,6,11,0,1085,1333,97.680
771,SEATTLE PACIFIC,5,10,0,1128,1098,97.678
772,CLARK (MA),6,5,0,844,831,97.658
773,ALVERNIA,8,3,0,877,774,97.635
774,MALONE,4,8,0,879,914,97.632
775,SUNY ONEONTA,7,5,0,878,874,97.625
776,BALDWIN WALLACE,6,6,0,814,908,97.613
777,PHILANDER SMITH,1,0,0,85,75,97.597
778,MOUNT OLIVE,6,12,0,1721,1870,97.582
779,SAN FRAN. ST.,5,8,0,874,974,97.582
780,NORTHWOOD,5,9,0,971,996,97.578
781,EMPORIA ST.,4,9,0,953,997,97.574
782,ALBANY ST. (GA),8,7,0,1064,1094,97.574
783,POINT U.,0,3,0,189,266,97.572
784,UTICA,6,3,0,685,619,97.569
785,EAST CENTRAL,4,8,0,876,870,97.528
786,LA. CHRISTIAN,1,1,0,112,139,97.520
787,OZARKS (AR),9,4,0,951,890,97.510
788,IND.-NORTHWEST,0,1,0,61,78,97.495
789,PAINE,3,2,0,309,334,97.487
790,DEPAUW,6,7,0,969,985,97.485
791,SHAW,7,8,0,1131,1101,97.445
792,AURORA,4,8,0,826,873,97.433
793,LASELL,8,4,0,905,855,97.412
794,LEE,4,7,0,805,786,97.407
795,KENTUCKY ST.,8,7,0,1130,1140,97.396
796,MT. ST. JOSEPH,7,5,0,866,850,97.392
797,CAL ST. EAST BAY,4,8,0,800,864,97.384
798,NORTHWESTERN OHIO,0,1,0,87,130,97.384
799,JOHNSON C. SMITH,6,5,0,806,745,97.384
800,BELOIT,6,6,0,790,768,97.377
801,HOLY FAMILY,6,8,0,960,973,97.375
802,MAYVILLE ST.,2,0,0,171,127,97.373
803,PIEDMONT,8,6,0,1180,1211,97.367
804,JUDSON (IL),0,2,0,94,188,97.366
805,MIT,7,4,0,849,845,97.331
806,BRYAN,0,2,0,133,183,97.317
807,ROCKFORD,8,6,0,1070,1041,97.317
808,NAZARETH,6,5,0,829,869,97.313
809,MINN.-CROOKSTON,3,12,0,1021,1175,97.302
810,MENLO,4,9,0,925,945,97.295
811,MUHLENBERG,7,5,0,846,807,97.265
812,LAMBTON (CAN),0,1,0,50,113,97.260
813,MARY,4,13,0,1122,1326,97.251
814,LOCK HAVEN,6,6,0,898,946,97.232
815,BUSHNELL,0,1,0,65,78,97.218
816,ALBION,5,6,0,796,788,97.204
817,CONCORDIA CHICAGO,5,7,0,934,998,97.169
818,WHITTIER,4,4,0,612,660,97.167
819,CENTRE,8,4,0,962,876,97.158
820,CONCORD,3,6,0,775,774,97.152
821,EMORY & HENRY,3,10,0,1066,1102,97.147
822,BEREA,5,7,0,921,942,97.099
823,KING (TN),5,7,0,966,988,97.098
824,PITT.-JOHNSTOWN,7,6,0,1083,1072,97.094
825,HILBERT,10,3,0,1079,975,97.076
826,MIAMI-HAMILTON,0,2,0,109,157,97.074
827,UHSP,2,2,0,251,346,97.068
828,MID-AMER. CHRISTIAN,0,1,0,69,85,97.040
829,WEST FLORIDA,4,9,0,927,1002,97.037
830,HARRIS-STOWE,2,2,0,291,348,97.029
831,CAL ST. MONTEREY BAY,3,8,0,763,811,97.016
832,ALBERTUS MAGNUS,5,7,0,931,946,97.013
833,MISERICORDIA,7,6,0,923,935,97.010
834,SIMON FRASER,4,10,0,1057,1088,96.987
835,BRY. & STRAT. (ALB.),2,1,0,204,214,96.981
836,MARS HILL,4,8,0,896,996,96.976
837,MONMOUTH (IL),8,5,0,932,903,96.975
838,DAVENPORT,5,8,0,882,901,96.972
839,QUEENS (NY),5,8,0,905,936,96.955
840,FORT LAUDERDALE,2,6,0,667,736,96.950
841,CAPITAL,4,8,0,840,937,96.939
842,IIT,3,9,0,772,899,96.916
843,CARROLL (WI),4,9,0,973,1006,96.889
844,ST. JOHN FISHER,4,5,0,605,643,96.869
845,EDINBORO,6,7,0,1021,907,96.868
846,SEWANEE,7,5,0,1091,980,96.864
847,ME.-PRESQUE ISLE,8,3,0,885,783,96.856
848,FARMINGDALE ST.,4,7,0,740,745,96.848
849,WHITMAN,4,7,0,811,809,96.847
850,GEORGE FOX,5,6,0,920,934,96.831
851,LYNCHBURG,7,6,0,943,975,96.831
852,AVERETT,5,8,0,793,893,96.831
853,RIPON,4,8,0,748,832,96.829
854,N.C. WESLEYAN,6,8,0,984,1102,96.820
855,SPARTANBURG METH.,0,1,0,47,99,96.807
856,URSINUS,7,5,0,1013,984,96.801
857,CONCORDIA (TX),3,5,0,659,697,96.798
858,RUST,1,2,0,211,275,96.795
859,FRESNO PACIFIC,4,11,0,954,1046,96.794
860,NORWICH,9,2,0,855,765,96.793
861,IND.-SOUTHEAST,0,1,0,62,73,96.791
862,BERRY,7,6,0,1021,978,96.772
863,CROWN (MN),7,6,0,1007,997,96.726
864,MONTREAT,0,2,0,135,212,96.717
865,PACIFIC LUTHERAN,4,7,0,798,763,96.715
866,FRANCIS MARION,4,9,0,1013,1166,96.702
867,SPRING HILL,5,9,0,1184,1213,96.693
868,MITCHELL,8,5,0,1022,986,96.675
869,WESTERN ORE.,3,12,0,1053,1285,96.656
870,UW-RIVER FALLS,6,6,0,792,764,96.639
871,OGLETHORPE,8,6,0,1072,1151,96.617
872,SAINT MICHAEL'S,4,11,0,1059,1185,96.613
873,TRUETT-MCCONNELL,1,2,0,213,277,96.606
874,HOPE INT'L,0,1,0,60,66,96.602
875,MORAVIAN,7,4,0,920,826,96.601
876,FLA. NATIONAL,0,4,0,266,388,96.577
877,CHESTNUT HILL,4,8,0,803,885,96.556
878,WESTFIELD ST.,10,3,0,1165,1001,96.554
879,ROBERTS WESLEYAN,5,8,0,1105,1146,96.544
880,MOLLOY,4,8,0,962,1038,96.540
881,BENEDICTINE MESA,0,1,0,74,110,96.540
882,TALLADEGA,2,1,0,179,192,96.525
883,CONCORDIA WISCONSIN,4,8,0,921,915,96.507
884,WESTERN N.M.,2,13,0,978,1196,96.483
885,PFEIFFER,4,6,0,704,822,96.460
886,BETHEL (KS),0,1,0,58,84,96.455
887,PURDUE NORTHWEST,3,10,0,1027,1078,96.448
888,NORTHWESTERN-ST. PAUL,5,6,0,856,842,96.434
889,BARD,7,3,0,713,665,96.397
890,SOUTHERN ME.,5,7,0,971,1022,96.379
891,CAMP. HARRODSBURG,0,1,0,62,98,96.326
892,MARY BALDWIN,6,6,0,898,987,96.320
893,RIT,5,4,0,692,698,96.318
894,PENN ST.-BEHREND,7,5,0,853,817,96.313
895,MOBILE,0,1,0,41,106,96.310
896,LANCASTER BIBLE,8,7,0,1162,1180,96.289
897,MT. MARTY,0,3,0,139,247,96.287
898,OKLA. PANHANDLE,0,1,0,67,111,96.283
899,UMASS DARTMOUTH,3,7,0,787,777,96.275
900,GEORGIA COLLEGE,5,7,0,877,850,96.266
901,NORTHERN N.M.,1,13,0,859,1131,96.262
902,STEVENSON,6,5,0,773,722,96.256
903,COAST GUARD,5,5,0,709,745,96.248
904,FRANCISCAN,8,6,0,949,970,96.211
905,LEES-MCRAE,3,9,0,1008,1056,96.207
906,SUNY GENESEO,3,6,0,589,667,96.196
907,LIFE PACIFIC,1,7,0,481,766,96.187
908,AUGSBURG,6,6,0,883,972,96.174
909,CAROLINAU,1,4,0,237,426,96.164
910,ENDICOTT,6,6,0,985,973,96.158
911,DEAN,9,3,0,953,868,96.154
912,HANNIBAL-LA GRANGE,0,3,0,191,257,96.150
913,OHIO DOMINICAN,5,8,0,957,859,96.127
914,RIVIER,8,5,0,1062,1037,96.112
915,GRAND VIEW,0,1,0,68,83,96.106
916,MUSKINGUM,5,7,0,867,889,96.103
917,MANSFIELD,5,8,0,930,1076,96.102
918,ST. AMBROSE,0,3,0,148,270,96.082
919,ANDREWS,1,0,0,75,58,96.078
920,MARYWOOD,8,7,0,1088,1105,96.048
921,CONCORDIA-M'HEAD,5,8,0,892,874,96.042
922,EASTERN ORE.,0,1,0,63,89,96.027
923,GENEVA,6,6,0,821,852,96.024
924,NICHOLS,5,6,0,846,882,95.998
925,WIDENER,2,9,0,767,878,95.937
926,MILLIGAN,0,2,0,144,173,95.929
927,PENN ST. HARRISBURG,7,6,0,891,854,95.928
928,PITT.-GREENSBURG,7,6,0,1001,973,95.904
929,CWRU,4,7,0,933,940,95.900
930,COASTAL GA.,0,2,0,113,194,95.893
931,CENTRAL ST. (OH),6,10,0,1065,1166,95.879
932,EMMAUS,2,0,0,177,165,95.864
933,SPALDING,5,6,0,796,818,95.859
934,WITTENBERG,5,7,0,824,852,95.848
935,NELSON,0,1,0,67,115,95.844
936,CONVERSE,4,7,0,856,878,95.834
937,SCRANTON,6,5,0,680,661,95.833
938,WEBBER INT'L,0,2,0,105,189,95.826
939,BRIDGEWATER ST.,5,6,0,937,956,95.822
940,REGIS (MA),5,7,0,774,879,95.793
941,FLORIDA TECH,3,14,0,1208,1376,95.781
942,CONCORDIA (MI),0,1,0,46,111,95.776
943,TENN. WESLEYAN,0,1,0,52,99,95.767
944,NEUMANN,10,5,0,1151,1101,95.766
945,PLYMOUTH ST.,6,4,0,762,684,95.763
946,SOUTH DAKOTA MINES,1,12,0,692,875,95.762
947,SPRINGFIELD,4,6,0,669,736,95.760
948,FRANKLIN PIERCE,2,12,0,1060,1228,95.754
949,WHEATON (IL),3,9,0,842,921,95.740
950,NORTH GREENVILLE,5,8,0,937,936,95.723
951,HOWARD PAYNE,7,9,0,1553,1582,95.717
952,CLARKSON,6,4,0,666,622,95.701
953,FANSHAWE (CAN),0,1,0,42,104,95.692
954,WIS.-STOUT,5,8,0,884,945,95.691
955,GOLDEY-BEACOM,5,9,0,993,1077,95.661
956,OTTAWA (KS),0,2,0,124,180,95.642
957,FROSTBURG ST.,4,9,0,931,1014,95.631
958,NORTHERN ST.,1,13,0,928,1046,95.626
959,BRIDGEWATER (VA),6,6,0,774,789,95.601
960,ARCADIA,5,6,0,781,816,95.587
961,SHIPPENSBURG,4,8,0,921,974,95.581
962,WALLA WALLA,1,4,0,318,475,95.550
963,THOMAS (GA),0,1,0,62,107,95.544
964,SUNY POLY,5,5,0,776,759,95.534
965,LAWRENCE,4,9,0,928,1037,95.521
966,OLIVET,2,10,0,757,919,95.516
967,TAMU-SAN ANTONIO,0,2,0,131,182,95.512
968,DAKOTA ST.,1,2,0,226,237,95.510
969,ST. MARY-WOODS,0,1,0,56,93,95.490
970,WHEATON (MA),5,6,0,785,833,95.479
971,RUTGERS-CAMDEN,5,6,0,732,763,95.479
972,ARK.-MONTICELLO,3,9,0,675,718,95.469
973,AMERICAN INT'L,3,11,0,1031,1165,95.460
974,SALEM (WV),4,8,0,951,1017,95.448
975,CAL ST. SAN MARCOS,1,10,0,721,814,95.447
976,FISHER,3,3,0,509,561,95.418
977,RANDOLPH,5,7,0,957,962,95.410
978,BENEDICTINE (IL),3,11,0,1054,1157,95.409
979,CAIRN,7,7,0,1129,1101,95.406
980,REINHARDT,0,1,0,77,114,95.376
981,ALBRIGHT,5,5,0,743,727,95.365
982,UMASS BOSTON,7,6,0,986,1010,95.360
983,ST. THOMAS (FL),0,1,0,58,96,95.348
984,HIRAM,5,8,0,987,1018,95.343
985,OUR LADY OF THE LAKE,0,3,0,181,274,95.323
986,WAYNESBURG,5,7,0,805,846,95.309
987,SHENANDOAH,6,7,0,935,906,95.302
988,SUSQUEHANNA,5,6,0,818,777,95.292
989,LA SIERRA,0,10,0,562,834,95.290
990,WILLIAM CAREY,0,2,0,123,171,95.287
991,MARTIN LUTHER,4,4,0,676,676,95.281
992,JOHN JAY,8,5,0,968,936,95.279
993,CALUMET COL.,0,2,0,114,194,95.274
994,LINFIELD,4,9,0,990,1013,95.246
995,RUTGERS-NEWARK,5,7,0,828,824,95.192
996,MCPHERSON,0,1,0,76,109,95.187
997,MANOR,1,1,0,146,180,95.178
998,MCMURRY,2,9,0,924,1047,95.154
999,NEW COLLEGE (FL),0,2,0,138,164,95.145
1000,MANHATTAN CHRST.,0,3,0,185,266,95.138
1001,BELLEVUE,0,1,0,65,82,95.124
1002,WEBSTER,5,7,0,824,836,95.095
1003,CCNY,5,2,0,526,480,95.089
1004,BETHANY LUTHERAN,3,8,0,899,998,95.074
1005,WESTCONN,6,6,0,902,884,95.074
1006,UC CLERMONT,0,1,0,67,91,95.067
1007,GREENVILLE,5,6,0,1212,1218,95.057
1008,NORTHWEST (WA),0,3,0,177,270,95.037
1009,EMBRY-RIDDLE (AZ),0,2,0,93,179,95.017
1010,TEXAS LUTHERAN,3,10,0,886,1058,94.996
1011,WIS.-SUPERIOR,3,8,0,724,757,94.994
1012,PERU ST.,0,2,0,117,151,94.974
1013,PENN ST.-ALTOONA,6,7,0,1001,1033,94.967
1014,ST. ANDREWS,0,5,0,314,573,94.949
1015,SOUTHERN-N.O.,0,3,0,187,291,94.948
1016,MERCY,3,10,0,966,1111,94.943
1017,LAKE FOREST,4,8,0,956,998,94.942
1018,UNION (NY),4,6,0,778,769,94.941
1019,SPURGEON,0,2,0,124,188,94.939
1020,WARNER,0,3,0,199,273,94.932
1021,LEBANON VALLEY,6,5,0,834,817,94.925
1022,EDGEWOOD,3,10,0,835,941,94.916
1023,COLUMBIA (SC),0,1,0,57,97,94.854
1024,JOHNSON (TN),0,2,0,110,161,94.847
1025,THIEL,5,7,0,806,863,94.846
1026,DOANE,0,1,0,64,104,94.829
1027,CLEARY,0,3,0,136,269,94.817
1028,KY. CHRISTIAN,0,4,0,237,405,94.816
1029,SARAH LAWRENCE,6,6,0,772,821,94.815
1030,FDU-FLORHAM,6,5,0,835,881,94.807
1031,WORCESTER ST.,3,8,0,739,865,94.797
1032,CAL MARITIME,1,5,0,387,545,94.796
1033,KING'S (PA),5,4,0,721,669,94.791
1034,MIDWAY,0,3,0,184,313,94.764
1035,PARK (AZ),0,4,0,231,350,94.761
1036,WEST VA. WESLEYAN,2,10,0,818,987,94.744
1037,SOUTHWEST (NM),0,3,0,190,233,94.726
1038,DALLAS,5,8,0,955,1026,94.723
1039,LOYOLA (LA),0,2,0,127,200,94.723
1040,WASH. & LEE,3,8,0,768,868,94.713
1041,SOUTHWESTERN CHRIST.,0,3,0,182,271,94.705
1042,HOUGHTON,5,6,0,886,955,94.675
1043,ME.-FARMINGTON,5,7,0,980,995,94.649
1044,RUSSELL SAGE,7,2,0,647,550,94.649
1045,KANSAS CHRISTIAN,0,5,0,311,544,94.626
1046,ALLEN,3,8,0,658,723,94.603
1047,BETHANY (WV),5,8,0,1116,1211,94.601
1048,ALFRED,4,6,0,708,766,94.601
1049,BLUFFTON,3,10,0,902,1046,94.585
1050,OCCIDENTAL,4,6,0,735,796,94.574
1051,AUSTIN,6,5,0,859,898,94.561
1052,BREWTON-PARKER,0,2,0,138,219,94.548
1053,SUL ROSS ST.,1,12,0,855,1040,94.543
1054,LA ROCHE,3,9,0,897,931,94.540
1055,SIMPSON,3,10,0,912,1037,94.539
1056,BLOOMSBURG,2,11,0,909,1044,94.539
1057,AQUINAS,0,3,0,183,276,94.525
1058,BETHESDA (CA),0,5,0,263,516,94.517
1059,NOTRE DAME (MD),5,10,0,1029,1107,94.516
1060,ALLEGHENY,4,8,0,795,868,94.482
1061,KUTZTOWN,3,9,0,887,947,94.470
1062,VANCOUVER ISLAND,0,1,0,82,94,94.415
1063,BIBLICAL STUD. (TX),0,8,0,507,790,94.388
1064,KAN. WESLEYAN,0,1,0,55,83,94.387
1065,PLATTSBURGH ST.,4,6,0,726,767,94.374
1066,LYON,6,5,0,840,803,94.359
1067,P.R.-MAYAGUEZ,0,7,0,440,704,94.359
1068,WILMINGTON (DE),3,11,0,1082,1188,94.349
1069,LAKELAND,3,10,0,987,1168,94.348
1070,NORTH AMERICAN,0,1,0,57,67,94.329
1071,KENYON,2,10,0,792,901,94.323
1072,DELAWARE VALLEY,5,6,0,785,774,94.319
1073,APPRENTICE,1,4,0,346,403,94.319
1074,DEFIANCE,0,5,0,272,499,94.316
1075,WINSTON-SALEM,2,8,0,711,761,94.310
1076,GOSHEN,0,2,0,119,194,94.301
1077,ST. MARY'S (MD),7,7,0,1024,975,94.282
1078,LA VERNE,3,7,0,702,881,94.282
1079,WM. PATERSON,5,7,0,830,946,94.237
1080,BREVARD,5,6,0,893,857,94.218
1081,MAINE MARITIME,3,5,0,522,609,94.207
1082,SOUTHERN WESLEYAN,4,8,0,979,1008,94.193
1083,WASHINGTON ADVENTIST,0,1,0,65,109,94.168
1084,VTSU RANDOLPH,2,2,0,280,349,94.152
1085,DICKINSON ST.,0,1,0,54,85,94.152
1086,TIFFIN,2,10,0,822,876,94.126
1087,BETHEL (TN),0,2,0,121,198,94.113
1088,HASKELL,0,3,0,176,275,94.106
1089,ARLINGTON BAPTIST,1,11,0,852,1158,94.101
1090,LINCOLN (CA),0,6,0,399,684,94.093
1091,ST. SCHOLASTICA,5,8,0,961,1006,94.084
1092,BLUEFIELD UNIV.,0,5,0,293,480,94.060
1093,MISSION U.,0,3,0,207,263,94.048
1094,ERSKINE,3,12,0,1070,1329,94.038
1095,SAINT MARY'S (MN),4,9,0,924,1071,94.027
1096,ELIZABETHTOWN,5,6,0,907,909,94.014
1097,DICKINSON,4,7,0,759,818,94.013
1098,DIST. COLUMBIA,3,9,0,826,926,94.004
1099,ALICE LLOYD,0,3,0,204,281,94.000
1100,BENEDICT,3,10,0,810,945,93.998
1101,SHORTER,2,8,0,756,848,93.976
1102,SUNY MARITIME,6,6,0,852,864,93.969
1103,FONTBONNE,4,7,0,816,967,93.950
1104,MICH.-DEARBORN,0,1,0,77,85,93.949
1105,MACALESTER,4,9,0,959,1022,93.939
1106,TRINITY BAPTIST,0,6,0,361,618,93.876
1107,KNOX,3,9,0,900,1013,93.876
1108,WILMINGTON (OH),2,9,0,768,876,93.872
1109,LEHMAN,7,6,0,967,940,93.844
1110,BROOKLYN,4,7,0,738,780,93.832
1111,BOB JONES,2,6,0,567,735,93.813
1112,YORK (NE),0,2,0,90,185,93.806
1113,SCIENCE & ARTS OKLA.,0,1,0,51,87,93.780
1114,PAUL QUINN,0,1,0,42,113,93.762
1115,BOYCE,1,3,0,276,344,93.747
1116,GORDON,5,6,0,875,870,93.745
1117,AVILA,0,3,0,159,275,93.732
1118,CULVER-STOCKTON,0,1,0,74,82,93.725
1119,PENN ST.-WILKES BARRE,0,3,0,118,296,93.721
1120,TABOR,0,3,0,154,282,93.712
1121,PRINCIPIA,4,8,0,859,972,93.703
1122,WALDORF,1,2,0,206,251,93.698
1123,LANE,2,11,0,850,1021,93.687
1124,LINDSEY WILSON,0,2,0,137,178,93.670
1125,GEORGIAN COURT,2,13,0,976,1201,93.662
1126,VIRGINIA-LYNCHBURG,0,15,0,851,1717,93.645
1127,ST. OLAF,1,10,0,638,809,93.625
1128,MULTNOMAH,0,3,0,221,227,93.617
1129,SHAWNEE ST.,0,1,0,56,91,93.607
1130,ASBURY,4,10,0,990,1141,93.584
1131,FORT VALLEY ST.,2,11,0,882,1034,93.580
1132,EAST TEX. BAPTIST,4,11,0,1020,1100,93.572
1133,JUSTICE COL.,0,5,0,268,452,93.559
1134,CENTENARY (NJ),6,7,0,973,986,93.554
1135,EUREKA,3,10,0,923,1081,93.539
1136,CENTRAL PENN,0,2,0,106,216,93.531
1137,ADRIAN,2,9,0,762,837,93.526
1138,HARTFORD,4,7,0,788,858,93.513
1139,SALEM ST.,3,10,0,923,1007,93.513
1140,MOUNT ALOYSIUS,3,9,0,959,1125,93.486
1141,CENT. CHRISTIAN (KS),0,2,0,109,191,93.467
1142,DILLARD,0,3,0,219,290,93.442
1143,CLARKE,0,2,0,98,196,93.439
1144,KEYSTONE,4,6,0,716,793,93.425
1145,CORTLAND,2,7,0,591,648,93.420
1146,TRINITY CHRISTIAN,0,2,0,101,213,93.418
1147,OTTAWA (AZ),0,1,0,55,80,93.417
1148,VOORHEES,0,5,0,302,448,93.414
1149,BARUCH,4,8,0,920,937,93.412
1150,SKIDMORE,4,6,0,672,691,93.406
1151,BRESCIA,0,4,0,198,386,93.399
1152,CROWLEY'S RIDGE,0,1,0,38,93,93.367
1153,WILEY,0,1,0,47,68,93.347
1154,PACIFIC UNION,0,2,0,126,185,93.333
1155,PENN ST.-HAZLETON,1,1,0,136,127,93.323
1156,EVERGREEN ST.,0,6,0,406,637,93.280
1157,RANDALL,0,3,0,176,326,93.221
1158,D'YOUVILLE,2,11,0,985,1077,93.202
1159,U NEW ENGLAND,4,7,0,917,944,93.201
1160,CENTENARY (LA),3,7,0,673,734,93.175
1161,BRYN ATHYN,5,9,0,915,1064,93.168
1162,CARLOW,2,8,0,674,762,93.156
1163,DOMINICAN (IL),3,9,0,921,1010,93.146
1164,DALLAS CHRISTIAN,0,10,0,601,921,93.129
1165,COVENANT,5,6,0,1034,1082,93.107
1166,FRAMINGHAM ST.,6,8,0,1005,1118,93.090
1167,WILSON,5,8,0,968,1019,93.089
1168,OZARK CHRISTIAN,0,4,0,237,366,93.084
